t_sec,ax,ay,az,gx,gy,gz,lap
323.579,-0.05,0.13,0.01,4.2,1.19,-2.77,1.0
323.681,-0.03,0.1,0.02,11.3,3.59,0.17,1.0
323.788,-0.02,0.06,0.02,16.9,5.3,2.45,1.0
323.890,-0.01,0.02,0.03,20.0,6.15,3.21,1.0
324.003,0.0,-0.02,0.03,20.26,6.27,2.12,1.0
324.112,0.01,-0.04,0.03,18.38,5.99,0.77,1.0
324.211,0.02,-0.06,0.02,15.72,5.58,0.02,1.0
324.308,0.03,-0.07,0.02,12.58,5.03,0.29,1.0
324.416,0.03,-0.08,0.01,7.71,3.98,1.04,1.0
324.518,0.03,-0.07,0.01,2.33,2.66,0.67,1.0
324.625,0.03,-0.06,0.01,-4.48,0.86,-1.08,1.0
324.726,0.02,-0.03,0.02,-11.54,-1.24,-3.84,1.0
324.835,0.01,0.01,0.02,-18.13,-3.51,-6.43,1.0
324.938,0.0,0.04,0.02,-20.99,-4.85,-7.15,1.0
325.062,-0.01,0.07,0.02,-21.36,-5.54,-6.41,1.0
325.146,-0.02,0.1,0.02,-19.81,-5.64,-5.13,1.0
325.255,-0.03,0.12,0.02,-16.82,-5.29,-4.16,1.0
325.357,-0.04,0.13,0.02,-13.78,-4.71,-4.35,1.0
325.465,-0.04,0.14,0.01,-9.96,-3.65,-4.88,1.0
325.567,-0.04,0.13,0.01,-5.1,-2.05,-4.78,1.0
325.674,-0.04,0.12,0.01,2.34,0.6,-3.02,1.0
325.777,-0.03,0.09,0.01,8.87,2.91,-0.53,1.0
325.887,-0.02,0.05,0.02,14.29,4.69,1.59,1.0
325.986,-0.01,0.02,0.02,17.69,5.72,2.55,1.0
326.093,0.01,-0.02,0.03,18.75,6.05,2.01,1.0
326.195,0.01,-0.04,0.03,17.52,5.84,0.91,1.0
326.301,0.02,-0.06,0.02,15.3,5.45,0.17,1.0
326.404,0.03,-0.07,0.02,12.51,4.95,0.25,1.0
326.511,0.03,-0.08,0.02,8.95,4.18,0.66,1.0
326.613,0.03,-0.07,0.01,3.28,2.76,0.59,1.0
326.719,0.03,-0.06,0.01,-2.78,1.13,-0.85,1.0
326.821,0.02,-0.04,0.01,-9.3,-0.83,-3.18,1.0
326.928,0.01,-0.01,0.02,-14.82,-2.7,-5.32,1.0
327.031,0.0,0.02,0.02,-18.38,-4.15,-6.4,1.0
327.138,-0.01,0.05,0.02,-19.8,-5.14,-6.08,1.0
327.240,-0.02,0.08,0.02,-18.85,-5.33,-5.09,1.0
327.347,-0.03,0.1,0.02,-16.85,-5.14,-4.27,1.0
327.450,-0.03,0.11,0.01,-14.29,-4.7,-4.17,1.0
327.559,-0.04,0.12,0.01,-10.3,-3.65,-4.6,1.0
327.660,-0.04,0.12,0.01,-5.9,-2.22,-4.62,1.0
327.768,-0.04,0.1,0.01,-0.45,-0.27,-3.51,1.0
327.870,-0.03,0.08,0.01,5.65,1.92,-1.55,1.0
327.978,-0.02,0.05,0.02,12.08,4.13,0.9,1.0
328.081,-0.01,0.02,0.02,15.61,5.26,1.97,1.0
328.187,0.0,-0.01,0.02,17.14,5.73,1.89,1.0
328.289,0.01,-0.04,0.02,16.8,5.69,1.1,1.0
328.397,0.02,-0.06,0.02,14.75,5.31,0.23,1.0
328.499,0.03,-0.07,0.02,12.31,4.84,0.15,1.0
328.606,0.03,-0.07,0.01,9.14,4.15,0.43,1.0
328.711,0.03,-0.07,0.01,4.99,3.12,0.54,1.0
328.816,0.03,-0.06,0.01,-1.37,1.37,-0.71,1.0
328.918,0.02,-0.04,0.01,-7.39,-0.46,-2.63,1.0
329.025,0.01,-0.01,0.01,-12.7,-2.27,-4.63,1.0
329.127,0.0,0.01,0.02,-16.41,-3.69,-5.81,1.0
329.235,-0.01,0.04,0.02,-18.29,-4.75,-5.81,1.0
329.337,-0.02,0.07,0.02,-17.87,-5.01,-5.04,1.0
329.444,-0.02,0.09,0.02,-16.28,-4.9,-4.28,1.0
329.546,-0.03,0.1,0.01,-14.04,-4.53,-4.09,1.0
329.655,-0.03,0.11,0.01,-10.44,-3.62,-4.35,1.0
329.757,-0.03,0.1,0.01,-6.49,-2.36,-4.44,1.0
329.864,-0.03,0.09,0.01,-1.68,-0.64,-3.6,1.0
329.966,-0.02,0.07,0.01,3.9,1.39,-1.99,1.0
330.073,-0.01,0.04,0.01,10.05,3.58,0.26,1.0
330.176,-0.01,0.02,0.02,13.69,4.76,1.41,1.0
330.282,0.0,-0.01,0.02,15.55,5.34,1.57,1.0
330.384,0.01,-0.03,0.02,15.64,5.42,0.97,1.0
330.491,0.02,-0.05,0.02,14.42,5.21,0.3,1.0
330.593,0.02,-0.06,0.02,12.01,4.7,0.07,1.0
330.702,0.03,-0.07,0.01,9.22,4.07,0.3,1.0
330.802,0.03,-0.07,0.01,5.51,3.12,0.42,1.0
330.909,0.02,-0.05,0.01,0.82,1.78,-0.33,1.0
331.069,0.02,-0.04,0.01,-4.7,0.14,-1.83,1.0
331.118,0.01,-0.01,0.01,-10.92,-1.89,-4.08,1.0
331.220,0.0,0.01,0.02,-14.68,-3.3,-5.23,1.0
331.328,-0.01,0.03,0.02,-16.69,-4.22,-5.53,1.0
331.430,-0.01,0.06,0.02,-16.97,-4.65,-5.02,1.0
331.538,-0.02,0.08,0.02,-15.59,-4.68,-4.23,1.0
331.641,-0.03,0.09,0.01,-13.7,-4.36,-3.98,1.0
331.747,-0.03,0.09,0.01,-11.18,-3.75,-4.14,1.0
331.849,-0.03,0.1,0.01,-7.85,-2.73,-4.3,1.0
331.956,-0.03,0.09,0.01,-2.71,-0.89,-3.62,1.0
332.059,-0.02,0.07,0.01,2.46,1.0,-2.24,1.0
332.166,-0.01,0.05,0.01,7.49,2.8,-0.44,1.0
332.269,-0.01,0.02,0.01,11.46,4.13,0.83,1.0
332.376,0.0,-0.01,0.02,14.14,4.97,1.27,1.0
332.478,0.01,-0.03,0.02,14.57,5.14,0.83,1.0
332.586,0.02,-0.04,0.02,13.67,5.0,0.24,1.0
332.688,0.02,-0.05,0.02,12.0,4.68,-0.04,1.0
332.800,0.02,-0.06,0.01,9.14,4.0,0.12,1.0
332.899,0.02,-0.06,0.01,5.84,3.12,0.29,1.0
333.003,0.02,-0.05,0.01,1.61,1.9,-0.26,1.0
333.105,0.02,-0.03,0.01,-3.45,0.37,-1.57,1.0
333.214,0.01,-0.01,0.01,-9.4,-1.57,-3.69,1.0
333.316,0.0,0.01,0.01,-13.14,-2.92,-4.86,1.0
333.423,0.0,0.03,0.02,-15.3,-3.87,-5.21,1.0
333.526,-0.01,0.05,0.02,-15.89,-4.35,-4.83,1.0
333.633,-0.02,0.07,0.01,-14.94,-4.43,-4.15,1.0
333.734,-0.02,0.08,0.01,-13.35,-4.19,-3.89,1.0
333.842,-0.03,0.08,0.01,-11.14,-3.65,-4.01,1.0
333.944,-0.03,0.08,0.01,-8.15,-2.73,-4.17,1.0
334.051,-0.03,0.08,0.01,-4.31,-1.38,-3.83,1.0
334.153,-0.02,0.06,0.01,1.34,0.66,-2.44,1.0
334.260,-0.01,0.04,0.01,6.11,2.38,-0.79,1.0
334.362,-0.01,0.02,0.01,10.0,3.69,0.46,1.0
334.469,0.0,0.0,0.02,12.47,4.5,0.98,1.0
334.572,0.01,-0.02,0.02,13.45,4.84,0.75,1.0
334.679,0.01,-0.04,0.02,12.86,4.79,0.14,1.0
334.780,0.02,-0.05,0.02,11.51,4.51,-0.12,1.0
334.887,0.02,-0.05,0.01,9.51,4.03,0.02,1.0
334.989,0.02,-0.05,0.01,6.74,3.28,0.18,1.0
335.097,0.02,-0.04,0.01,2.24,1.97,-0.21,1.0
335.199,0.01,-0.03,0.01,-2.42,0.56,-1.4,1.0
335.307,0.01,-0.02,0.01,-7.23,-0.94,-2.99,1.0
335.411,0.0,0.0,0.01,-11.17,-2.33,-4.34,1.0
335.516,0.0,0.02,0.01,-14.07,-3.53,-4.93,1.0
335.618,-0.01,0.04,0.01,-14.91,-4.07,-4.68,1.0
335.726,-0.01,0.06,0.01,-14.46,-4.22,-4.16,1.0
335.828,-0.02,0.07,0.01,-13.23,-4.08,-3.82,1.0
335.935,-0.02,0.07,0.01,-11.0,-3.53,-3.91,1.0
336.038,-0.02,0.08,0.01,-8.36,-2.71,-4.06,1.0
336.145,-0.02,0.07,0.01,-4.86,-1.49,-3.86,1.0
336.247,-0.02,0.06,0.01,-0.58,0.05,-2.85,1.0
336.354,-0.01,0.04,0.01,4.92,2.02,-1.09,1.0
336.457,0.0,0.02,0.01,8.74,3.35,0.18,1.0
336.564,0.0,0.0,0.01,11.27,4.21,0.73,1.0
336.666,0.01,-0.02,0.02,12.42,4.61,0.61,1.0
336.773,0.01,-0.03,0.02,12.13,4.64,0.05,1.0
336.884,0.02,-0.04,0.01,11.01,4.39,-0.24,1.0
336.981,0.02,-0.05,0.01,9.29,3.94,-0.13,1.0
337.084,0.02,-0.05,0.01,6.86,3.26,0.06,1.0
337.191,0.02,-0.04,0.01,3.54,2.27,-0.06,1.0
337.293,0.01,-0.03,0.01,-1.5,0.75,-1.22,1.0
337.399,0.01,-0.01,0.01,-6.04,-0.68,-2.67,1.0
337.503,0.0,0.0,0.01,-9.91,-2.01,-4.01,1.0
337.610,0.0,0.02,0.01,-12.55,-3.04,-4.65,1.0
337.712,-0.01,0.03,0.01,-13.84,-3.68,-4.62,1.0
337.820,-0.01,0.05,0.01,-13.74,-3.95,-4.06,1.0
337.922,-0.02,0.06,0.01,-12.75,-3.86,-3.71,1.0
338.031,-0.02,0.07,0.01,-11.21,-3.51,-3.73,1.0
338.132,-0.02,0.07,0.01,-9.02,-2.85,-3.91,1.0
338.239,-0.02,0.06,0.01,-5.31,-1.57,-3.83,1.0
338.341,-0.02,0.05,0.01,-1.39,-0.15,-2.96,1.0
338.448,-0.01,0.04,0.01,2.97,1.41,-1.66,1.0
338.550,0.0,0.02,0.01,6.88,2.78,-0.33,1.0
338.658,0.0,0.0,0.01,10.13,3.89,0.48,1.0
338.760,0.01,-0.01,0.01,11.42,4.34,0.45,1.0
338.867,0.01,-0.03,0.01,11.5,4.45,0.04,1.0
338.969,0.01,-0.04,0.01,10.73,4.29,-0.28,1.0
339.077,0.02,-0.04,0.01,9.03,3.85,-0.24,1.0
339.179,0.02,-0.04,0.01,6.88,3.21,-0.08,1.0
339.286,0.02,-0.03,0.01,3.9,2.3,-0.12,1.0
339.388,0.01,-0.02,0.01,0.2,1.15,-0.87,1.0
339.495,0.01,-0.01,0.01,-4.91,-0.44,-2.39,1.0
339.597,0.0,0.0,0.01,-8.69,-1.73,-3.67,1.0
339.704,0.0,0.01,0.01,-11.4,-2.73,-4.35,1.0
339.806,-0.01,0.03,0.01,-12.83,-3.4,-4.42,1.0
339.914,-0.01,0.04,0.01,-12.99,-3.73,-3.97,1.0
340.019,-0.01,0.05,0.01,-12.21,-3.67,-3.64,1.0
340.124,-0.02,0.06,0.01,-10.88,-3.37,-3.64,1.0
340.225,-0.02,0.06,0.01,-8.94,-2.78,-3.81,1.0
340.332,-0.02,0.05,0.0,-5.62,-1.61,-3.77,1.0
340.434,-0.01,0.04,0.01,-2.03,-0.31,-3.05,1.0
340.541,-0.01,0.03,0.01,2.04,1.15,-1.87,1.0
340.644,0.0,0.02,0.01,5.81,2.49,-0.61,1.0
340.751,0.0,0.0,0.01,8.63,3.46,0.16,1.0
340.902,0.01,-0.01,0.01,10.49,4.08,0.28,1.0
340.958,0.01,-0.02,0.01,10.77,4.22,-0.05,1.0
341.061,0.01,-0.03,0.01,10.18,4.12,-0.35,1.0
341.167,0.01,-0.04,0.01,9.02,3.82,-0.37,1.0
341.270,0.02,-0.04,0.01,7.29,3.31,-0.2,1.0
341.378,0.01,-0.03,0.01,4.21,2.35,-0.17,1.0
341.480,0.01,-0.02,0.01,0.81,1.27,-0.77,1.0
341.587,0.01,-0.01,0.01,-3.18,0.01,-1.91,1.0
341.690,0.0,0.0,0.01,-6.99,-1.24,-3.18,1.0
341.796,0.0,0.01,0.01,-10.35,-2.45,-4.14,1.0
341.901,0.0,0.02,0.01,-11.89,-3.12,-4.26,1.0
342.007,-0.01,0.03,0.01,-12.3,-3.45,-3.96,1.0
342.109,-0.01,0.04,0.01,-11.82,-3.49,-3.62,1.0
342.217,-0.01,0.05,0.01,-10.54,-3.21,-3.55,1.0
342.319,-0.01,0.05,0.01,-8.85,-2.69,-3.71,1.0
342.427,-0.01,0.04,0.0,-6.44,-1.85,-3.73,1.0
342.528,-0.01,0.04,0.0,-3.29,-0.69,-3.3,1.0
342.637,-0.01,0.02,0.01,1.24,0.95,-2.04,1.0
342.750,0.0,0.01,0.01,4.87,2.23,-0.82,1.0
342.845,0.0,0.0,0.01,7.68,3.19,-0.03,1.0
342.947,0.0,-0.01,0.01,9.39,3.77,0.17,1.0
343.055,0.01,-0.02,0.01,10.03,4.03,-0.15,1.0
343.157,0.01,-0.02,0.01,9.64,3.96,-0.42,1.0
343.265,0.01,-0.03,0.01,8.68,3.7,-0.48,1.0
343.367,0.01,-0.03,0.01,7.18,3.25,-0.29,1.0
343.474,0.01,-0.02,0.01,4.43,2.36,-0.24,1.0
343.576,0.01,-0.02,0.01,1.3,1.34,-0.69,1.0
343.683,0.01,-0.01,0.01,-2.39,0.18,-1.74,1.0
343.785,0.0,0.0,0.01,-6.06,-1.03,-2.95,1.0
343.893,0.0,0.01,0.01,-9.41,-2.23,-3.88,1.0
343.995,0.0,0.02,0.01,-11.0,-2.88,-4.05,1.0
344.102,-0.01,0.03,0.01,-11.55,-3.24,-3.8,1.0
344.205,-0.01,0.03,0.01,-11.28,-3.31,-3.52,1.0
344.313,-0.01,0.04,0.01,-10.21,-3.08,-3.45,1.0
344.415,-0.01,0.04,0.01,-8.72,-2.62,-3.61,1.0
344.522,-0.01,0.04,0.01,-6.55,-1.84,-3.65,1.0
344.626,-0.01,0.03,0.01,-3.64,-0.77,-3.29,1.0
344.733,0.0,0.02,0.01,0.58,0.76,-2.16,1.0
344.835,0.0,0.01,0.01,4.06,2.0,-1.01,1.0
344.942,0.0,0.0,0.01,6.81,2.97,-0.23,1.0
345.045,0.0,-0.01,0.01,8.55,3.56,0.0,1.0
345.151,0.01,-0.02,0.01,9.32,3.84,-0.2,1.0
345.253,0.01,-0.02,0.01,9.12,3.83,-0.52,1.0
345.359,0.01,-0.02,0.01,8.32,3.59,-0.56,1.0
345.462,0.01,-0.02,0.01,7.01,3.16,-0.38,1.0
345.569,0.01,-0.02,0.01,5.02,2.51,-0.3,1.0
345.671,0.01,-0.01,0.01,2.27,1.62,-0.55,1.0
345.779,0.0,-0.01,0.01,-1.79,0.3,-1.65,1.0
345.881,0.0,0.0,0.01,-5.31,-0.86,-2.77,1.0
345.988,0.0,0.0,0.01,-8.15,-1.86,-3.62,1.0
346.090,0.0,0.01,0.01,-9.97,-2.58,-3.9,1.0
346.198,-0.01,0.02,0.01,-10.88,-3.05,-3.68,1.0
346.300,-0.01,0.03,0.01,-10.72,-3.14,-3.41,1.0
346.408,-0.01,0.03,0.01,-10.03,-3.0,-3.33,1.0
346.510,-0.01,0.03,0.01,-8.84,-2.65,-3.49,1.0
346.618,-0.01,0.03,0.01,-6.57,-1.84,-3.59,1.0
346.721,-0.01,0.02,0.01,-3.9,-0.83,-3.3,1.0
346.827,0.0,0.01,0.01,-0.69,0.37,-2.44,1.0
346.929,0.0,0.01,0.01,2.67,1.59,-1.38,1.0
347.036,0.0,0.0,0.01,6.0,2.79,-0.37,1.0
347.138,0.0,-0.01,0.01,7.77,3.37,-0.13,1.0
347.246,0.01,-0.01,0.01,8.61,3.63,-0.29,1.0
347.359,0.01,-0.02,0.01,8.63,3.65,-0.56,1.0
347.453,0.01,-0.02,0.01,7.9,3.41,-0.67,1.0
347.556,0.01,-0.02,0.01,6.79,3.03,-0.48,1.0
347.663,0.01,-0.01,0.01,5.02,2.44,-0.35,1.0
347.765,0.0,-0.01,0.01,2.51,1.6,-0.54,1.0
347.874,0.0,0.0,0.01,-1.27,0.35,-1.54,1.0
347.975,0.0,0.0,0.01,-4.59,-0.75,-2.6,1.0
348.083,0.0,0.01,0.01,-7.36,-1.73,-3.46,1.0
348.185,0.0,0.01,0.01,-9.2,-2.42,-3.77,1.0
348.292,-0.01,0.02,0.01,-10.2,-2.86,-3.61,1.0
348.395,-0.01,0.02,0.01,-10.18,-2.95,-3.34,1.0
348.502,-0.01,0.03,0.01,-9.62,-2.83,-3.26,1.0
348.604,-0.01,0.03,0.01,-8.6,-2.51,-3.38,1.0
348.712,-0.01,0.02,0.0,-6.99,-1.94,-3.51,1.0
348.813,0.0,0.02,0.0,-4.17,-0.86,-3.31,1.0
348.921,0.0,0.01,0.01,-1.22,0.25,-2.55,1.0
349.022,0.0,0.01,0.01,1.98,1.42,-1.56,1.0
349.129,0.0,0.0,0.01,4.78,2.39,-0.69,1.0
349.230,0.0,0.0,0.01,6.76,3.06,-0.31,1.0
349.338,0.0,-0.01,0.01,7.96,3.45,-0.39,1.0
349.440,0.01,-0.01,0.01,8.1,3.5,-0.64,1.0
349.547,0.01,-0.01,0.01,7.67,3.37,-0.76,1.0
349.649,0.01,-0.01,0.01,6.76,3.06,-0.63,1.0
349.756,0.0,-0.01,0.01,4.93,2.42,-0.46,1.0
349.858,0.0,-0.01,0.01,2.67,1.63,-0.6,1.0
349.965,0.0,0.0,0.01,-0.2,0.64,-1.27,1.0
350.068,0.0,0.0,0.01,-3.37,-0.41,-2.24,1.0
350.175,0.0,0.0,0.01,-6.69,-1.53,-3.28,1.0
350.277,0.0,0.01,0.01,-8.55,-2.22,-3.61,1.0
350.386,0.0,0.01,0.01,-9.52,-2.63,-3.54,1.0
350.489,0.0,0.02,0.01,-9.72,-2.78,-3.29,1.0
350.596,-0.01,0.02,0.01,-9.25,-2.69,-3.17,1.0
350.697,-0.01,0.02,0.01,-8.37,-2.4,-3.29,1.0
350.805,0.0,0.02,0.01,-6.97,-1.87,-3.44,1.0
350.907,0.0,0.01,0.01,-4.9,-1.09,-3.37,1.0
351.015,0.0,0.01,0.01,-1.67,0.14,-2.66,1.0
351.117,0.0,0.0,0.01,1.37,1.25,-1.73,1.0
351.224,0.0,0.0,0.01,4.1,2.19,-0.87,1.0
351.326,0.0,0.0,0.01,6.05,2.85,-0.46,1.0
351.433,0.0,-0.01,0.01,7.31,3.27,-0.5,1.0
351.534,0.0,-0.01,0.01,7.55,3.35,-0.73,1.0
351.642,0.01,-0.01,0.01,7.23,3.25,-0.82,1.0
351.744,0.0,-0.01,0.01,6.48,2.96,-0.71,1.0
351.855,0.0,-0.01,0.01,5.21,2.49,-0.54,1.0
351.956,0.0,0.0,0.01,2.8,1.63,-0.64,1.0
352.060,0.0,0.0,0.01,0.13,0.72,-1.22,1.0
352.162,0.0,0.0,0.01,-2.86,-0.27,-2.12,1.0
352.270,0.0,0.0,0.01,-5.6,-1.2,-3.01,1.0
352.372,0.0,0.01,0.01,-7.6,-1.92,-3.47,1.0
352.480,0.0,0.01,0.01,-8.91,-2.44,-3.45,1.0
352.584,0.0,0.02,0.01,-9.2,-2.61,-3.2,1.0
352.689,-0.01,0.02,0.01,-8.97,-2.58,-3.07,1.0
352.791,-0.01,0.02,0.01,-8.31,-2.35,-3.15,1.0
352.899,0.0,0.02,0.01,-6.89,-1.8,-3.36,1.0
353.001,0.0,0.01,0.01,-5.01,-1.08,-3.31,1.0
353.108,0.0,0.01,0.01,-2.54,-0.14,-2.85,1.0
353.210,0.0,0.01,0.01,0.31,0.89,-2.01,1.0
353.318,0.0,0.0,0.01,3.55,2.02,-1.0,1.0
353.420,0.0,0.0,0.01,5.52,2.69,-0.58,1.0
353.527,0.0,0.0,0.01,6.64,3.08,-0.57,1.0
353.629,0.0,-0.01,0.01,7.07,3.22,-0.78,1.0
353.737,0.0,-0.01,0.01,6.88,3.13,-0.91,1.0
353.839,0.0,-0.01,0.01,6.24,2.86,-0.8,1.0
353.946,0.0,0.0,0.01,5.1,2.41,-0.62,1.0
354.048,0.0,0.0,0.01,3.34,1.76,-0.64,1.0
354.155,0.0,0.0,0.01,0.41,0.76,-1.18,1.0
354.261,0.0,0.0,0.01,-2.42,-0.18,-2.04,1.0
354.365,0.0,0.0,0.01,-5.06,-1.07,-2.87,1.0
354.468,0.0,0.01,0.01,-7.06,-1.78,-3.35,1.0
354.575,0.0,0.01,0.01,-8.39,-2.29,-3.36,1.0
354.679,0.0,0.01,0.01,-8.76,-2.47,-3.15,1.0
354.784,0.0,0.01,0.01,-8.62,-2.45,-3.02,1.0
354.886,0.0,0.01,0.01,-8.05,-2.25,-3.09,1.0
354.994,0.0,0.01,0.01,-6.8,-1.75,-3.31,1.0
355.096,0.0,0.01,0.01,-5.09,-1.07,-3.28,1.0
355.203,0.0,0.01,0.01,-2.79,-0.2,-2.89,1.0
355.305,0.0,0.0,0.01,-0.11,0.79,-2.09,1.0
355.415,0.0,0.0,0.01,2.53,1.72,-1.27,1.0
355.525,0.0,0.0,0.01,4.92,2.53,-0.68,1.0
355.655,0.0,0.0,0.01,6.07,2.91,-0.66,1.0
355.722,0.0,-0.01,0.01,6.55,3.05,-0.84,1.0
355.830,0.0,0.0,0.01,6.51,3.0,-0.98,1.0
355.932,0.0,0.0,0.01,6.04,2.8,-0.92,1.0
356.039,0.0,0.0,0.01,4.93,2.33,-0.7,1.0
356.141,0.0,0.0,0.01,3.34,1.72,-0.68,1.0
356.248,0.0,0.0,0.01,1.15,0.95,-1.02,1.0
356.350,0.0,0.0,0.01,-1.45,0.06,-1.76,1.0
356.458,0.0,0.0,0.01,-4.54,-0.98,-2.73,1.0
356.565,0.0,0.01,0.01,-6.51,-1.65,-3.25,1.0
356.668,0.0,0.01,0.01,-7.72,-2.09,-3.32,1.0
356.771,0.0,0.01,0.01,-8.27,-2.3,-3.14,1.0
356.879,0.0,0.01,0.01,-8.22,-2.3,-2.96,1.0
356.981,0.0,0.01,0.01,-7.74,-2.13,-3.01,1.0
357.089,0.0,0.01,0.01,-6.89,-1.78,-3.19,1.0
357.192,0.0,0.01,0.01,-5.46,-1.2,-3.25,1.0
357.299,0.0,0.0,0.01,-2.96,-0.23,-2.9,1.0
357.402,0.0,0.0,0.01,-0.47,0.71,-2.16,1.0
357.581,0.0,0.0,0.01,2.05,1.6,-1.37,1.0
357.625,0.0,0.0,0.01,4.1,2.29,-0.84,1.0
357.714,0.0,0.0,0.01,5.57,2.77,-0.73,1.0
357.817,0.0,0.0,0.01,6.11,2.92,-0.91,1.0
357.989,0.0,0.0,0.01,6.12,2.88,-1.06,1.0
358.036,0.0,0.0,0.01,5.73,2.7,-1.0,1.0
358.133,0.0,0.0,0.01,4.96,2.37,-0.8,1.0
358.233,0.0,0.0,0.01,3.32,1.73,-0.72,1.0
358.401,0.0,0.0,0.01,1.29,0.99,-1.0,1.0
358.448,0.0,0.0,0.01,-1.15,0.14,-1.68,1.0
358.554,0.0,0.0,0.01,-3.63,-0.72,-2.48,1.0
358.655,0.0,0.0,0.01,-5.7,-1.41,-3.07,1.0
358.810,0.0,0.01,0.01,-7.28,-1.95,-3.23,1.0
358.861,0.0,0.01,0.01,-7.86,-2.16,-3.07,1.0
358.968,0.0,0.01,0.01,-7.91,-2.19,-2.91,1.0
359.070,0.0,0.01,0.01,-7.58,-2.07,-2.92,1.0
359.331,0.0,0.01,0.01,-6.69,-1.7,-3.14,1.0
359.331,0.0,0.0,0.01,-5.39,-1.16,-3.23,1.0
359.384,0.0,0.0,0.01,-3.53,-0.42,-3.02,1.0
359.487,0.0,0.0,0.01,-1.23,0.47,-2.4,1.0
359.628,0.0,0.0,0.01,1.66,1.51,-1.48,1.0
359.694,0.0,0.0,0.01,3.63,2.18,-0.92,1.0
359.801,0.0,0.0,0.01,4.93,2.57,-0.79,1.0
360.039,0.0,0.0,0.01,5.6,2.75,-0.92,1.0
360.039,0.0,0.0,0.01,5.71,2.77,-1.08,1.0
360.150,0.0,0.0,0.01,5.39,2.6,-1.08,1.0
360.219,0.0,0.0,0.01,4.73,2.29,-0.89,1.0
360.322,0.0,0.0,0.01,3.59,1.82,-0.78,1.0
360.447,0.0,0.0,0.01,1.87,1.15,-0.94,1.0
360.529,0.0,0.0,0.01,-0.34,0.36,-1.48,1.0
360.637,0.0,0.0,0.01,-3.19,-0.61,-2.4,1.0
360.740,0.0,0.0,0.01,-5.21,-1.28,-2.99,1.0
360.860,0.0,0.0,0.01,-6.58,-1.74,-3.16,1.0
360.947,0.0,0.01,0.01,-7.29,-1.99,-3.05,1.0
361.056,0.0,0.01,0.01,-7.48,-2.05,-2.86,1.0
361.268,0.0,0.01,0.01,-7.22,-1.95,-2.87,1.0
361.312,0.0,0.0,0.01,-6.6,-1.69,-3.04,1.0
361.366,0.0,0.0,0.01,-5.59,-1.23,-3.17,1.0
361.481,0.0,0.0,0.01,-3.61,-0.41,-3.0,1.0
361.575,0.0,0.0,0.01,-1.48,0.43,-2.46,1.0
361.684,0.0,0.0,0.01,0.85,1.24,-1.73,1.0
361.788,0.0,0.0,0.01,2.89,1.92,-1.12,1.0
361.892,0.0,0.0,0.01,4.32,2.38,-0.89,1.0
362.085,0.0,0.0,0.01,5.19,2.63,-0.99,1.0
362.130,0.0,0.0,0.01,5.38,2.67,-1.16,1.0
362.309,0.0,0.0,0.01,4.71,2.3,-1.04,1.0
362.498,0.0,0.0,0.01,3.78,1.89,-0.89,1.0
362.542,0.0,0.0,0.01,1.94,1.15,-0.98,1.0
362.619,0.0,0.0,0.01,-0.11,0.4,-1.47,1.0
362.727,0.0,0.0,0.01,-2.38,-0.38,-2.18,1.0
362.829,0.0,0.0,0.01,-4.45,-1.06,-2.82,1.0
362.937,0.0,0.0,0.01,-6.17,-1.63,-3.12,1.0
363.039,0.0,0.0,0.01,-6.9,-1.88,-3.03,1.0
363.147,0.0,0.0,0.01,-7.14,-1.97,-2.85,1.0
363.249,0.0,0.0,0.01,-7.0,-1.9,-2.79,1.0
363.364,0.0,0.0,0.01,-6.41,-1.61,-2.97,1.0
363.459,0.0,0.0,0.01,-5.48,-1.18,-3.12,1.0
363.568,0.0,0.0,0.01,-4.01,-0.54,-3.04,1.0
363.668,0.0,0.0,0.01,-2.08,0.23,-2.61,1.0
363.777,0.0,0.0,0.01,0.56,1.17,-1.8,1.0
363.878,0.0,0.0,0.01,2.54,1.83,-1.2,1.0
363.985,0.0,0.0,0.01,3.94,2.27,-0.96,1.0
364.090,0.0,0.0,0.01,4.73,2.51,-1.03,1.0
364.195,0.0,0.0,0.01,5.05,2.58,-1.24,1.0
364.296,0.0,0.0,0.01,4.91,2.48,-1.25,1.0
364.404,0.0,0.0,0.01,4.45,2.24,-1.1,1.0
364.506,0.0,0.0,0.01,3.62,1.85,-0.94,1.0
364.614,0.0,0.0,0.01,1.94,1.15,-1.01,1.0
364.716,0.0,0.0,0.01,0.02,0.43,-1.45,1.0
364.823,0.0,0.0,0.01,-2.15,-0.3,-2.13,1.0
364.925,0.0,0.0,0.01,-4.13,-0.95,-2.73,1.0
365.033,0.0,0.0,0.01,-5.8,-1.5,-3.04,1.0
365.135,0.0,0.0,0.01,-6.53,-1.75,-2.97,1.0
365.243,0.0,0.0,0.01,-6.79,-1.84,-2.79,1.0
365.345,0.0,0.0,0.01,-6.7,-1.79,-2.75,1.0
365.453,0.0,0.0,0.01,-6.19,-1.52,-2.91,1.0
365.555,0.0,0.0,0.01,-5.37,-1.12,-3.08,1.0
365.662,0.0,0.0,0.01,-4.02,-0.53,-3.02,1.0
365.764,0.0,0.0,0.01,-2.21,0.19,-2.63,1.0
365.871,0.0,0.0,0.01,-0.12,0.95,-1.99,1.0
365.973,0.0,0.0,0.01,2.19,1.73,-1.28,1.0
366.081,0.0,0.0,0.01,3.56,2.16,-1.03,1.0
