t_sec,ax,ay,az,gx,gy,gz,lap
47.130,-0.06,0.19,0.03,12.69,4.54,2.08,1.0
47.237,-0.04,0.13,0.04,22.73,7.64,7.68,1.0
47.340,-0.02,0.07,0.04,27.5,8.64,9.87,1.0
47.446,-0.01,0.02,0.04,28.01,8.44,8.81,1.0
47.549,0.0,-0.02,0.04,25.19,7.6,5.86,1.0
47.656,0.01,-0.06,0.03,20.12,6.58,3.04,1.0
47.759,0.02,-0.08,0.03,15.85,5.86,2.92,1.0
47.865,0.03,-0.09,0.02,11.3,5.01,4.37,1.0
47.967,0.03,-0.09,0.02,5.57,3.72,5.29,1.0
48.074,0.03,-0.07,0.02,-4.12,1.31,3.25,1.0
48.176,0.02,-0.04,0.02,-13.53,-1.35,-1.0,1.0
48.284,0.01,0.0,0.03,-21.66,-4.07,-5.3,1.0
48.386,0.0,0.04,0.04,-26.63,-6.2,-7.7,1.0
48.493,-0.02,0.1,0.04,-27.54,-7.4,-6.91,1.0
48.596,-0.04,0.14,0.04,-24.96,-7.27,-4.36,1.0
48.703,-0.05,0.17,0.03,-21.1,-6.64,-2.09,1.0
48.805,-0.05,0.19,0.03,-17.1,-5.88,-1.62,1.0
48.912,-0.06,0.2,0.02,-11.91,-4.51,-2.84,1.0
49.016,-0.06,0.2,0.02,-6.43,-2.65,-3.53,1.0
49.121,-0.06,0.19,0.02,0.79,0.06,-2.27,1.0
49.228,-0.05,0.16,0.02,9.3,3.28,1.16,1.0
49.330,-0.04,0.11,0.03,18.57,6.44,5.82,1.0
49.433,-0.02,0.06,0.04,23.54,7.77,8.04,1.0
49.540,-0.01,0.02,0.04,25.1,7.98,7.81,1.0
49.642,0.01,-0.02,0.04,23.62,7.47,5.83,1.0
49.749,0.02,-0.06,0.03,20.46,6.69,3.8,1.0
49.851,0.02,-0.08,0.03,15.99,5.83,3.09,1.0
49.958,0.03,-0.09,0.02,11.78,5.02,3.89,1.0
50.061,0.03,-0.09,0.02,6.51,3.83,4.62,1.0
50.166,0.03,-0.08,0.02,-0.3,2.14,3.58,1.0
50.289,0.02,-0.06,0.02,-8.59,-0.2,0.69,1.0
50.375,0.01,-0.02,0.03,-17.84,-3.29,-3.8,1.0
50.478,0.0,0.02,0.03,-23.01,-5.37,-6.1,1.0
50.592,-0.01,0.06,0.03,-24.97,-6.63,-6.34,1.0
50.688,-0.02,0.1,0.03,-24.03,-6.92,-4.74,1.0
50.796,-0.04,0.14,0.03,-20.58,-6.42,-2.47,1.0
50.898,-0.04,0.16,0.02,-17.11,-5.75,-1.76,1.0
51.004,-0.05,0.17,0.02,-13.22,-4.8,-2.24,1.0
51.107,-0.05,0.17,0.01,-8.43,-3.29,-3.01,1.0
51.216,-0.05,0.16,0.01,-0.99,-0.58,-2.09,1.0
51.317,-0.05,0.14,0.02,6.61,2.32,0.5,1.0
51.423,-0.03,0.1,0.02,13.93,4.99,3.91,1.0
51.527,-0.02,0.06,0.03,19.48,6.75,6.36,1.0
51.634,0.0,0.01,0.03,22.51,7.48,6.99,1.0
51.737,0.01,-0.03,0.03,21.96,7.23,5.63,1.0
51.844,0.02,-0.06,0.03,19.59,6.6,4.02,1.0
51.947,0.02,-0.08,0.03,16.49,5.91,3.21,1.0
52.053,0.03,-0.09,0.02,12.04,5.02,3.64,1.0
52.156,0.03,-0.09,0.02,7.29,3.93,4.21,1.0
52.262,0.03,-0.08,0.02,1.27,2.38,3.45,1.0
52.364,0.03,-0.06,0.02,-6.11,0.29,1.2,1.0
52.472,0.01,-0.03,0.02,-14.72,-2.59,-2.68,1.0
52.576,0.0,0.01,0.03,-19.93,-4.62,-4.9,1.0
52.683,-0.01,0.04,0.03,-22.47,-5.95,-5.48,1.0
52.784,-0.02,0.08,0.03,-22.38,-6.42,-4.47,1.0
52.892,-0.03,0.11,0.02,-19.84,-6.14,-2.68,1.0
52.994,-0.04,0.13,0.02,-16.87,-5.58,-1.89,1.0
53.102,-0.04,0.14,0.02,-13.38,-4.77,-2.09,1.0
53.205,-0.05,0.15,0.01,-9.05,-3.48,-2.62,1.0
53.312,-0.05,0.14,0.01,-2.43,-1.09,-1.98,1.0
53.414,-0.04,0.12,0.01,4.41,1.55,0.05,1.0
53.520,-0.03,0.09,0.02,11.2,4.12,2.99,1.0
53.623,-0.02,0.05,0.02,16.65,5.95,5.27,1.0
53.730,-0.01,0.02,0.03,19.81,6.86,6.24,1.0
53.832,0.01,-0.02,0.03,20.33,6.91,5.38,1.0
53.938,0.02,-0.05,0.03,18.63,6.43,4.08,1.0
54.040,0.02,-0.07,0.03,15.99,5.83,3.26,1.0
54.149,0.03,-0.08,0.02,12.79,5.16,3.34,1.0
54.253,0.03,-0.09,0.02,8.73,4.21,3.79,1.0
54.356,0.03,-0.08,0.02,2.46,2.55,3.37,1.0
54.459,0.03,-0.06,0.02,-4.19,0.62,1.57,1.0
54.566,0.02,-0.04,0.02,-11.04,-1.59,-1.24,1.0
54.668,0.01,-0.01,0.02,-16.64,-3.63,-3.61,1.0
54.776,0.0,0.03,0.02,-20.47,-5.32,-4.77,1.0
54.878,-0.01,0.06,0.02,-21.05,-5.95,-4.17,1.0
54.988,-0.02,0.09,0.02,-19.68,-5.92,-2.95,1.0
55.090,-0.03,0.11,0.02,-17.3,-5.52,-1.99,1.0
55.196,-0.04,0.13,0.01,-13.68,-4.7,-1.95,1.0
55.298,-0.04,0.13,0.01,-9.81,-3.55,-2.3,1.0
55.406,-0.04,0.13,0.01,-5.0,-1.83,-2.13,1.0
55.508,-0.04,0.12,0.01,0.95,0.45,-0.69,1.0
55.621,-0.03,0.08,0.01,8.56,3.37,2.28,1.0
55.723,-0.02,0.05,0.02,13.84,5.25,4.47,1.0
55.824,-0.01,0.02,0.02,17.22,6.28,5.53,1.0
55.926,0.0,-0.01,0.03,18.4,6.56,5.27,1.0
56.035,0.01,-0.04,0.03,17.25,6.22,4.04,1.0
56.144,0.02,-0.06,0.02,15.08,5.71,3.28,1.0
56.242,0.03,-0.07,0.02,12.23,5.07,3.24,1.0
56.344,0.03,-0.08,0.02,8.61,4.19,3.54,1.0
56.451,0.03,-0.07,0.01,2.98,2.68,3.3,1.0
56.553,0.02,-0.06,0.01,-2.93,0.93,1.77,1.0
56.660,0.02,-0.03,0.01,-9.25,-1.13,-0.6,1.0
56.763,0.01,-0.01,0.02,-14.6,-3.08,-2.85,1.0
56.870,0.0,0.02,0.02,-18.14,-4.55,-4.03,1.0
56.972,-0.01,0.06,0.02,-19.63,-5.51,-3.87,1.0
57.080,-0.02,0.08,0.02,-18.8,-5.61,-2.91,1.0
57.181,-0.03,0.1,0.02,-16.83,-5.3,-2.04,1.0
57.297,-0.04,0.11,0.01,-14.25,-4.74,-1.85,1.0
57.390,-0.04,0.12,0.01,-10.19,-3.56,-2.09,1.0
57.497,-0.04,0.12,0.01,-5.83,-2.02,-2.04,1.0
57.600,-0.04,0.11,0.01,-0.48,0.02,-0.85,1.0
57.706,-0.03,0.09,0.01,5.46,2.31,1.18,1.0
57.808,-0.02,0.06,0.02,10.8,4.3,3.39,1.0
57.915,-0.01,0.02,0.02,15.21,5.74,4.87,1.0
58.018,0.0,-0.01,0.02,16.73,6.17,4.88,1.0
58.124,0.01,-0.03,0.02,16.42,6.07,4.1,1.0
58.227,0.02,-0.05,0.02,14.86,5.67,3.31,1.0
58.334,0.02,-0.06,0.02,11.98,5.0,3.1,1.0
58.437,0.03,-0.07,0.02,8.75,4.18,3.29,1.0
58.544,0.03,-0.06,0.01,4.59,3.02,3.27,1.0
58.646,0.02,-0.05,0.01,-0.51,1.52,2.21,1.0
58.753,0.01,-0.03,0.01,-7.49,-0.71,-0.11,1.0
58.855,0.01,-0.01,0.02,-12.64,-2.56,-2.23,1.0
58.962,0.0,0.02,0.02,-16.26,-4.02,-3.48,1.0
59.065,-0.01,0.05,0.02,-18.02,-4.94,-3.66,1.0
59.217,-0.02,0.07,0.02,-17.77,-5.28,-2.8,1.0
59.393,-0.03,0.09,0.01,-16.23,-5.07,-2.03,1.0
59.407,-0.03,0.1,0.01,-14.02,-4.59,-1.78,1.0
59.483,-0.04,0.11,0.01,-11.11,-3.76,-1.92,1.0
59.591,-0.04,0.11,0.01,-6.49,-2.18,-1.93,1.0
59.693,-0.03,0.1,0.01,-1.65,-0.35,-0.96,1.0
59.809,-0.03,0.08,0.01,3.83,1.77,0.78,1.0
59.909,-0.02,0.05,0.01,8.92,3.7,2.78,1.0
60.010,-0.01,0.03,0.02,12.76,5.05,4.11,1.0
60.111,0.0,0.0,0.02,15.16,5.8,4.44,1.0
60.217,0.01,-0.02,0.02,15.26,5.81,3.89,1.0
60.320,0.01,-0.04,0.02,14.09,5.5,3.27,1.0
60.426,0.02,-0.05,0.02,12.14,5.02,2.97,1.0
60.529,0.02,-0.06,0.02,9.46,4.33,3.07,1.0
60.636,0.02,-0.06,0.01,5.08,3.11,3.1,1.0
60.739,0.02,-0.04,0.01,0.43,1.71,2.24,1.0
60.846,0.01,-0.03,0.01,-4.92,0.0,0.58,1.0
60.948,0.01,-0.01,0.01,-10.04,-1.8,-1.38,1.0
61.056,0.0,0.02,0.02,-14.58,-3.58,-2.94,1.0
61.158,-0.01,0.04,0.02,-16.57,-4.53,-3.32,1.0
61.265,-0.02,0.06,0.02,-16.88,-4.92,-2.85,1.0
61.368,-0.02,0.08,0.01,-15.88,-4.87,-2.15,1.0
61.478,-0.03,0.09,0.01,-13.75,-4.45,-1.76,1.0
61.578,-0.03,0.1,0.01,-11.15,-3.66,-2.06,1.0
61.685,-0.03,0.1,0.01,-7.75,-2.54,-2.01,1.0
61.787,-0.03,0.09,0.0,-3.61,-1.02,-1.57,1.0
61.897,-0.02,0.07,0.01,2.41,1.27,0.31,1.0
62.001,-0.02,0.05,0.01,7.27,3.16,2.22,1.0
62.125,-0.01,0.03,0.01,11.12,4.54,3.7,1.0
62.205,0.0,0.0,0.02,13.46,5.34,4.14,1.0
62.313,0.01,-0.02,0.02,14.17,5.58,3.59,1.0
62.415,0.02,-0.04,0.02,13.28,5.29,3.15,1.0
62.522,0.02,-0.05,0.02,11.7,4.92,2.94,1.0
62.624,0.02,-0.05,0.01,9.32,4.26,2.61,1.0
62.731,0.02,-0.05,0.01,5.38,3.16,2.7,1.0
62.833,0.02,-0.04,0.01,1.26,1.94,2.44,1.0
62.940,0.01,-0.03,0.01,-3.72,0.34,0.8,1.0
63.041,0.01,-0.01,0.01,-8.47,-1.31,-0.83,1.0
63.148,0.0,0.01,0.01,-12.43,-2.89,-2.3,1.0
63.251,-0.01,0.03,0.01,-15.38,-4.22,-3.35,1.0
63.359,-0.01,0.05,0.01,-15.89,-4.6,-2.6,1.0
63.462,-0.02,0.07,0.01,-15.22,-4.66,-2.17,1.0
63.569,-0.02,0.08,0.01,-13.75,-4.34,-1.82,1.0
63.671,-0.03,0.09,0.01,-11.04,-3.62,-1.65,1.0
63.778,-0.03,0.09,0.01,-7.98,-2.65,-1.59,1.0
63.880,-0.03,0.08,0.01,-4.24,-1.27,-1.36,1.0
63.987,-0.02,0.07,0.01,0.24,0.45,-0.25,1.0
64.090,-0.01,0.05,0.01,5.02,2.36,1.44,1.0
64.196,-0.01,0.02,0.01,9.59,4.08,3.01,1.0
64.298,0.0,0.0,0.02,12.15,5.0,3.8,1.0
64.404,0.01,-0.02,0.02,13.21,5.31,3.71,1.0
64.507,0.01,-0.03,0.02,12.86,5.2,3.07,1.0
64.615,0.02,-0.05,0.02,11.27,4.78,2.73,1.0
64.716,0.02,-0.05,0.01,9.21,4.22,2.67,1.0
64.823,0.02,-0.05,0.01,6.32,3.4,2.51,1.0
64.924,0.02,-0.04,0.01,2.64,2.24,2.49,1.0
65.032,0.01,-0.03,0.01,-2.63,0.53,1.25,1.0
65.134,0.01,-0.01,0.01,-7.26,-1.09,-0.58,1.0
65.241,0.0,0.0,0.01,-11.09,-2.54,-1.99,1.0
65.343,0.0,0.02,0.01,-13.63,-3.57,-2.5,1.0
65.462,-0.01,0.04,0.01,-15.0,-4.39,-2.58,1.0
65.552,-0.02,0.06,0.01,-14.58,-4.42,-2.11,1.0
65.660,-0.02,0.07,0.01,-13.28,-4.21,-1.73,1.0
65.768,-0.02,0.08,0.01,-11.4,-3.71,-1.57,1.0
65.868,-0.03,0.08,0.01,-8.78,-2.85,-1.57,1.0
65.971,-0.02,0.07,0.0,-4.67,-1.36,-1.33,1.0
66.081,-0.02,0.06,0.01,-0.62,0.18,-0.34,1.0
66.267,-0.01,0.04,0.01,3.82,1.94,1.11,1.0
66.312,-0.01,0.02,0.01,7.67,3.43,2.52,1.0
66.459,0.0,0.0,0.01,10.49,4.43,3.22,1.0
66.504,0.01,-0.02,0.02,12.14,5.02,3.43,1.0
66.594,0.01,-0.03,0.02,12.06,5.0,3.03,1.0
66.701,0.02,-0.04,0.02,11.06,4.73,2.67,1.0
66.804,0.02,-0.04,0.01,9.35,4.25,2.56,1.0
66.911,0.02,-0.04,0.01,6.39,3.39,2.53,1.0
67.014,0.02,-0.04,0.01,3.04,2.34,2.43,1.0
67.120,0.01,-0.03,0.01,-0.91,1.1,1.29,1.0
67.222,0.01,-0.02,0.01,-5.36,-0.51,-0.12,1.0
67.329,0.0,0.0,0.01,-9.17,-1.9,-1.29,1.0
67.431,0.0,0.02,0.01,-12.48,-3.2,-2.19,1.0
67.538,-0.01,0.03,0.01,-13.85,-3.92,-2.52,1.0
67.641,-0.01,0.05,0.01,-13.91,-4.12,-2.06,1.0
67.749,-0.02,0.06,0.01,-13.08,-4.03,-1.73,1.0
67.851,-0.02,0.06,0.01,-11.19,-3.6,-1.57,1.0
67.959,-0.02,0.07,0.01,-8.87,-2.88,-1.56,1.0
68.060,-0.02,0.06,0.01,-5.83,-1.77,-1.41,1.0
68.168,-0.02,0.05,0.01,-2.16,-0.37,-0.67,1.0
68.272,-0.01,0.04,0.01,1.99,1.27,0.56,1.0
68.377,0.0,0.02,0.01,6.56,3.07,2.19,1.0
68.479,0.0,0.0,0.01,9.35,4.05,2.91,1.0
68.586,0.01,-0.01,0.01,10.94,4.61,3.14,1.0
68.688,0.01,-0.02,0.02,11.33,4.77,2.88,1.0
68.795,0.01,-0.03,0.01,10.52,4.55,2.5,1.0
68.898,0.02,-0.04,0.01,9.08,4.17,2.42,1.0
69.005,0.02,-0.04,0.01,7.0,3.57,2.49,1.0
69.107,0.02,-0.03,0.01,4.13,2.65,2.37,1.0
69.214,0.01,-0.02,0.01,-0.22,1.18,1.47,1.0
69.316,0.01,-0.01,0.01,-4.37,-0.26,0.22,1.0
69.422,0.0,0.0,0.01,-8.17,-1.66,-1.16,1.0
69.525,0.0,0.01,0.01,-11.0,-2.79,-2.01,1.0
69.633,-0.01,0.03,0.01,-12.87,-3.61,-2.21,1.0
69.735,-0.01,0.04,0.01,-13.16,-3.88,-1.89,1.0
69.843,-0.01,0.05,0.01,-12.53,-3.86,-1.56,1.0
69.945,-0.02,0.06,0.01,-11.26,-3.58,-1.42,1.0
70.052,-0.02,0.06,0.01,-8.92,-2.87,-1.52,1.0
70.156,-0.02,0.06,0.0,-6.2,-1.87,-1.44,1.0
70.263,-0.01,0.05,0.0,-2.8,-0.52,-0.83,1.0
70.364,-0.01,0.03,0.01,1.12,1.02,0.33,1.0
70.470,0.0,0.02,0.01,5.59,2.74,1.91,1.0
70.575,0.0,0.0,0.01,8.35,3.77,2.73,1.0
70.689,0.0,-0.01,0.01,9.99,4.34,2.96,1.0
70.784,0.01,-0.02,0.01,10.53,4.54,2.68,1.0
70.898,0.01,-0.03,0.01,10.1,4.46,2.39,1.0
70.990,0.01,-0.03,0.01,8.74,4.09,2.29,1.0
71.098,0.01,-0.03,0.01,6.92,3.51,2.37,1.0
71.200,0.01,-0.03,0.01,4.35,2.66,2.32,1.0
71.306,0.01,-0.02,0.01,1.08,1.54,1.79,1.0
71.409,0.01,-0.01,0.01,-2.75,0.22,0.64,1.0
71.517,0.0,0.0,0.01,-7.24,-1.38,-0.91,1.0
71.619,0.0,0.01,0.01,-10.06,-2.47,-1.81,1.0
71.727,0.0,0.02,0.01,-11.77,-3.19,-2.09,1.0
71.829,-0.01,0.03,0.01,-12.41,-3.58,-1.88,1.0
71.936,-0.01,0.04,0.01,-11.95,-3.64,-1.48,1.0
72.040,-0.01,0.05,0.01,-10.89,-3.4,-1.35,1.0
72.146,-0.02,0.05,0.01,-9.24,-2.91,-1.44,1.0
72.248,-0.02,0.05,0.01,-6.94,-2.07,-1.44,1.0
72.356,-0.01,0.04,0.01,-3.25,-0.64,-0.92,1.0
72.458,-0.01,0.03,0.01,0.39,0.79,0.15,1.0
72.565,0.0,0.02,0.01,4.01,2.19,1.41,1.0
72.667,0.0,0.01,0.01,6.94,3.29,2.35,1.0
72.775,0.0,-0.01,0.01,9.12,4.05,2.73,1.0
72.877,0.01,-0.01,0.01,9.77,4.3,2.54,1.0
72.984,0.01,-0.02,0.01,9.51,4.26,2.26,1.0
73.085,0.01,-0.02,0.01,8.61,4.0,2.11,1.0
73.193,0.01,-0.02,0.01,6.78,3.41,2.2,1.0
73.294,0.01,-0.02,0.01,4.47,2.64,2.19,1.0
73.401,0.01,-0.01,0.01,1.47,1.61,1.78,1.0
73.504,0.0,-0.01,0.01,-2.09,0.36,0.76,1.0
73.611,0.0,0.0,0.01,-6.37,-1.17,-0.71,1.0
73.713,0.0,0.01,0.01,-9.16,-2.24,-1.6,1.0
73.822,-0.01,0.02,0.01,-10.92,-2.97,-1.91,1.0
73.923,-0.01,0.03,0.01,-11.64,-3.37,-1.74,1.0
74.031,-0.01,0.04,0.01,-11.38,-3.45,-1.4,1.0
74.132,-0.01,0.04,0.01,-10.48,-3.25,-1.28,1.0
74.240,-0.01,0.04,0.01,-9.07,-2.81,-1.38,1.0
74.342,-0.01,0.04,0.01,-7.01,-2.08,-1.4,1.0
74.449,-0.01,0.03,0.0,-4.26,-1.0,-1.13,1.0
74.550,-0.01,0.02,0.01,-0.25,0.6,-0.03,1.0
74.657,0.0,0.01,0.01,3.23,1.94,1.16,1.0
74.769,0.0,0.0,0.01,6.1,3.03,2.1,1.0
74.867,0.0,0.0,0.01,8.04,3.74,2.5,1.0
74.969,0.01,-0.01,0.01,8.98,4.08,2.4,1.0
75.076,0.01,-0.02,0.01,8.93,4.09,2.07,1.0
75.179,0.01,-0.02,0.01,8.2,3.87,1.94,1.0
75.285,0.01,-0.02,0.01,6.94,3.45,2.05,1.0
75.388,0.01,-0.02,0.01,5.04,2.8,2.11,1.0
75.495,0.01,-0.01,0.01,1.83,1.68,1.77,1.0
75.598,0.0,-0.01,0.01,-1.47,0.52,0.83,1.0
75.706,0.0,0.0,0.01,-4.95,-0.72,-0.31,1.0
75.807,0.0,0.0,0.01,-7.88,-1.81,-1.32,1.0
75.915,0.0,0.01,0.01,-10.15,-2.72,-1.78,1.0
76.017,-0.01,0.02,0.01,-10.99,-3.14,-1.68,1.0
76.125,-0.01,0.03,0.01,-10.97,-3.26,-1.4,1.0
76.226,-0.01,0.03,0.01,-10.31,-3.14,-1.24,1.0
76.335,-0.01,0.03,0.01,-8.89,-2.7,-1.34,1.0
76.437,-0.01,0.03,0.01,-7.06,-2.03,-1.4,1.0
76.543,-0.01,0.03,0.01,-4.53,-1.04,-1.2,1.0
76.646,0.0,0.02,0.01,-1.47,0.18,-0.4,1.0
76.754,0.0,0.01,0.01,2.52,1.72,0.92,1.0
76.855,0.0,0.0,0.01,5.35,2.8,1.89,1.0
76.962,0.0,0.0,0.01,7.32,3.5,2.29,1.0
77.065,0.01,-0.01,0.01,8.32,3.85,2.27,1.0
77.172,0.01,-0.01,0.01,8.4,3.92,1.94,1.0
77.274,0.01,-0.02,0.01,7.78,3.74,1.8,1.0
77.380,0.01,-0.01,0.01,6.69,3.37,1.88,1.0
77.483,0.01,-0.01,0.01,5.01,2.77,1.99,1.0
77.589,0.0,-0.01,0.01,2.66,1.91,1.85,1.0
77.692,0.0,0.0,0.01,-0.95,0.62,0.96,1.0
77.798,0.0,0.0,0.01,-4.26,-0.55,-0.15,1.0
77.901,0.0,0.01,0.01,-7.13,-1.61,-1.18,1.0
78.008,0.0,0.01,0.01,-9.14,-2.4,-1.66,1.0
78.110,-0.01,0.02,0.01,-10.21,-2.87,-1.66,1.0
78.218,-0.01,0.03,0.01,-10.4,-3.09,-1.32,1.0
78.320,-0.01,0.03,0.01,-9.88,-3.0,-1.16,1.0
78.427,-0.01,0.03,0.01,-8.9,-2.7,-1.22,1.0
78.530,-0.01,0.03,0.01,-7.4,-2.16,-1.34,1.0
78.638,-0.01,0.02,0.01,-4.75,-1.09,-1.19,1.0
78.740,0.0,0.02,0.01,-1.9,0.05,-0.53,1.0
78.848,0.0,0.01,0.01,1.27,1.29,0.48,1.0
78.950,0.0,0.01,0.01,4.17,2.38,1.52,1.0
79.055,0.0,0.0,0.01,6.63,3.28,2.12,1.0
79.158,0.0,-0.01,0.01,7.69,3.67,2.13,1.0
79.265,0.01,-0.01,0.01,7.94,3.77,1.87,1.0
79.367,0.01,-0.01,0.01,7.53,3.65,1.68,1.0
79.475,0.01,-0.01,0.01,6.44,3.27,1.74,1.0
79.577,0.0,-0.01,0.01,4.95,2.71,1.86,1.0
79.684,0.0,-0.01,0.01,2.8,1.91,1.75,1.0
79.786,0.0,0.0,0.01,0.06,0.93,1.16,1.0
79.892,0.0,0.0,0.01,-3.67,-0.41,-0.04,1.0
79.997,0.0,0.01,0.01,-6.46,-1.44,-1.03,1.0
80.103,0.0,0.01,0.01,-8.47,-2.22,-1.53,1.0
80.205,0.0,0.02,0.01,-9.59,-2.7,-1.58,1.0
80.313,-0.01,0.02,0.01,-9.9,-2.93,-1.29,1.0
80.415,-0.01,0.02,0.01,-9.48,-2.85,-1.13,1.0
80.523,-0.01,0.02,0.01,-8.64,-2.57,-1.17,1.0
80.628,-0.01,0.02,0.01,-7.31,-2.06,-1.32,1.0
80.796,0.0,0.02,0.01,-4.91,-1.1,-1.22,1.0
80.841,0.0,0.01,0.01,-2.26,-0.04,-0.66,1.0
80.939,0.0,0.01,0.01,0.72,1.13,0.3,1.0
81.042,0.0,0.0,0.01,3.52,2.21,1.28,1.0
81.149,0.0,0.0,0.01,5.66,2.99,1.85,1.0
81.252,0.0,0.0,0.01,7.08,3.49,1.92,1.0
81.357,0.0,-0.01,0.01,7.41,3.61,1.69,1.0
81.460,0.0,-0.01,0.01,7.13,3.51,1.53,1.0
81.567,0.0,-0.01,0.01,6.39,3.24,1.56,1.0
81.669,0.0,0.0,0.01,5.21,2.78,1.72,1.0
81.879,0.0,0.0,0.01,0.43,1.02,1.15,1.0
81.985,0.0,0.0,0.01,-2.48,-0.06,0.19,1.0
82.088,0.0,0.0,0.01,-5.3,-1.08,-0.78,1.0
82.196,0.0,0.01,0.01,-7.8,-2.02,-1.47,1.0
82.298,0.0,0.01,0.01,-8.97,-2.5,-1.53,1.0
82.406,0.0,0.02,0.01,-9.36,-2.72,-1.3,1.0
82.508,-0.01,0.02,0.01,-9.14,-2.71,-1.12,1.0
82.616,-0.01,0.02,0.01,-8.33,-2.45,-1.16,1.0
82.718,0.0,0.02,0.01,-7.16,-2.01,-1.32,1.0
82.825,0.0,0.01,0.01,-5.42,-1.3,-1.31,1.0
82.927,0.0,0.01,0.01,-3.08,-0.34,-0.94,1.0
83.035,0.0,0.01,0.01,0.26,0.99,0.11,1.0
83.137,0.0,0.0,0.01,2.94,2.03,1.08,1.0
83.244,0.0,0.0,0.01,5.03,2.8,1.67,1.0
83.346,0.0,0.0,0.01,6.33,3.24,1.79,1.0
83.456,0.0,-0.01,0.01,6.9,3.42,1.56,1.0
83.559,0.0,-0.01,0.01,6.71,3.35,1.38,1.0
83.663,0.0,-0.01,0.01,6.11,3.12,1.38,1.0
83.765,0.0,0.0,0.01,5.05,2.71,1.55,1.0
83.873,0.0,0.0,0.01,3.02,1.92,1.55,1.0
83.978,0.0,0.0,0.01,0.68,1.07,1.12,1.0
84.082,0.0,0.0,0.01,-2.07,0.06,0.26,1.0
84.185,0.0,0.0,0.01,-4.78,-0.92,-0.67,1.0
84.290,0.0,0.01,0.01,-7.23,-1.85,-1.38,1.0
84.392,0.0,0.01,0.01,-8.42,-2.32,-1.48,1.0
84.500,0.0,0.01,0.01,-8.88,-2.54,-1.29,1.0
84.601,0.0,0.02,0.01,-8.73,-2.56,-1.1,1.0
84.708,0.0,0.02,0.01,-8.19,-2.4,-1.08,1.0
84.811,0.0,0.01,0.01,-6.99,-1.93,-1.26,1.0
84.918,0.0,0.01,0.01,-5.42,-1.27,-1.28,1.0
85.020,0.0,0.01,0.01,-3.26,-0.38,-0.97,1.0
85.126,0.0,0.0,0.01,-0.67,0.66,-0.18,1.0
85.230,0.0,0.0,0.01,1.98,1.69,0.73,1.0
85.337,0.0,0.0,0.01,4.53,2.61,1.51,1.0
85.439,0.0,0.0,0.01,5.82,3.06,1.64,1.0
85.546,0.0,0.0,0.01,6.37,3.25,1.46,1.0
85.647,0.0,0.0,0.01,6.34,3.24,1.27,1.0
85.754,0.0,0.0,0.01,5.78,3.02,1.25,1.0
85.857,0.0,0.0,0.01,4.85,2.66,1.43,1.0
85.964,0.0,0.0,0.01,3.4,2.06,1.48,1.0
86.066,0.0,0.0,0.01,1.35,1.26,1.22,1.0
86.173,0.0,0.0,0.01,-1.7,0.14,0.31,1.0
86.275,0.0,0.0,0.01,-4.3,-0.8,-0.6,1.0
86.381,0.0,0.01,0.01,-6.38,-1.57,-1.25,1.0
86.486,0.0,0.01,0.01,-7.71,-2.07,-1.41,1.0
86.602,0.0,0.01,0.01,-8.37,-2.37,-1.22,1.0
86.693,0.0,0.01,0.01,-8.31,-2.42,-1.04,1.0
86.801,0.0,0.01,0.01,-7.87,-2.28,-1.04,1.0
86.903,0.0,0.01,0.01,-7.05,-1.95,-1.19,1.0
87.011,0.0,0.01,0.01,-5.4,-1.23,-1.26,1.0
87.113,0.0,0.01,0.01,-3.43,-0.4,-1.01,1.0
87.220,0.0,0.0,0.01,-1.01,0.58,-0.28,1.0
87.322,0.0,0.0,0.01,1.52,1.55,0.59,1.0
87.429,0.0,0.0,0.01,3.66,2.33,1.28,1.0
87.530,0.0,0.0,0.01,5.29,2.89,1.48,1.0
87.639,0.0,0.0,0.01,5.9,3.09,1.32,1.0
87.740,0.0,0.0,0.01,5.94,3.11,1.15,1.0
87.848,0.0,0.0,0.01,5.59,2.96,1.14,1.0
87.949,0.0,0.0,0.01,4.88,2.66,1.3,1.0
88.057,0.0,0.0,0.01,3.36,2.03,1.43,1.0
88.159,0.0,0.0,0.01,1.47,1.28,1.19,1.0
88.269,0.0,0.0,0.01,-0.89,0.4,0.5,1.0
88.371,0.0,0.0,0.01,-3.39,-0.51,-0.37,1.0
88.476,0.0,0.01,0.01,-5.89,-1.42,-1.19,1.0
88.578,0.0,0.01,0.01,-7.23,-1.92,-1.38,1.0
88.685,0.0,0.01,0.01,-7.9,-2.19,-1.24,1.0
88.787,0.0,0.01,0.01,-7.99,-2.27,-1.04,1.0
88.895,0.0,0.01,0.01,-7.59,-2.15,-1.0,1.0
88.997,0.0,0.01,0.01,-6.86,-1.86,-1.17,1.0
89.104,0.0,0.01,0.01,-5.67,-1.34,-1.28,1.0
89.206,0.0,0.0,0.01,-3.94,-0.61,-1.12,1.0
89.314,0.0,0.0,0.01,-1.28,0.49,-0.39,1.0
89.416,0.0,0.0,0.01,1.13,1.41,0.44,1.0
89.523,0.0,0.0,0.01,3.2,2.18,1.1,1.0
89.625,0.0,0.0,0.01,4.61,2.67,1.35,1.0
89.732,0.0,0.0,0.01,5.46,2.95,1.23,1.0
89.834,0.0,0.0,0.01,5.57,2.97,1.04,1.0
89.941,0.0,0.0,0.01,5.27,2.84,1.03,1.0
